iter	Logloss
508	0.3573143458
509	0.3571766422
510	0.3570969158
511	0.3570281421
512	0.356918959
513	0.3568374852
514	0.3566416797
515	0.3565128381
516	0.3564532383
517	0.3563429008
518	0.3562193951
519	0.3561442869
520	0.355996286
521	0.3558968698
522	0.355820295
523	0.3557098638
524	0.3556034892
525	0.3555508791
526	0.3554926211
527	0.355390615
528	0.3552750976
529	0.3552025169
530	0.3551395471
531	0.3550161662
532	0.3549482349
533	0.3548222641
534	0.3547005683
535	0.3546221212
536	0.3545617726
537	0.3544914386
538	0.3542894859
539	0.3542112885
540	0.3541380525
541	0.3540216302
542	0.3538722875
543	0.3538123757
544	0.3537172969
545	0.3536547327
546	0.3535392777
547	0.3534251956
548	0.3533474039
549	0.3532718276
550	0.3531560293
551	0.3530610129
552	0.3530060626
553	0.3529210627
554	0.3528690143
555	0.3528080416
556	0.3526453436
557	0.3525183118
558	0.3524282257
559	0.3522989784
560	0.3520951846
561	0.3519014386
562	0.351789572
563	0.3516778926
564	0.351630088
565	0.3515439024
566	0.3514816191
567	0.3514478563
568	0.3512990129
569	0.3512338588
570	0.351173947
571	0.3511052356
572	0.351054529
573	0.3510124347
574	0.3509069025
575	0.3508007151
576	0.3507308492
577	0.350624693
578	0.3504742893
579	0.3503690068
580	0.3502678432
581	0.3502188528
582	0.3501381591
583	0.3499416983
584	0.3498798519
585	0.3497254853
586	0.3495781085
587	0.3494345074
588	0.3493207374
589	0.3492169526
590	0.3491697721
591	0.3490860204
592	0.3489996163
593	0.3489260059
594	0.348807056
595	0.3487189669
596	0.3486638605
597	0.3486130291
598	0.3485039085
599	0.3483904193
600	0.3483381837
601	0.3482339621
602	0.3481566072
603	0.3480609043
604	0.3479862018
605	0.3479136211
606	0.3478749905
607	0.3477694584
608	0.3476981883
609	0.3476191796
610	0.34753989
611	0.3474191927
612	0.3472992755
613	0.3472549345
614	0.3471778604
615	0.3471066216
616	0.3469939125
617	0.3469285711
618	0.3468511226
619	0.3467982942
620	0.3466677051
621	0.3465991498
622	0.3465316554
623	0.3464769547
624	0.3463951376
625	0.3463195302
626	0.3462139668
627	0.3461732767
628	0.3460918341
629	0.3460016231
630	0.34590695
631	0.3458680073
632	0.345804195
633	0.3457450945
634	0.3456363795
635	0.3455940356
636	0.3455415503
637	0.3454228813
638	0.3453704272
639	0.3452792489
640	0.3451251321
641	0.345043315
642	0.3450095834
643	0.3449369403
644	0.3448625498
645	0.344770061
646	0.3447166396
647	0.3446215608
648	0.3445458285
649	0.3444532461
650	0.3443663739
651	0.3443026552
652	0.3441953445
653	0.3441576499
654	0.344102606
655	0.3440569544
656	0.3438779991
657	0.3437973054
658	0.343725536
659	0.343616821
660	0.3435844312
661	0.3435078252
662	0.3434403932
663	0.3432791306
664	0.3432276751
665	0.3431502578
666	0.3430647899
667	0.3430055334
668	0.3429394431
669	0.3427618296
670	0.3426427861
671	0.3424754387
672	0.3424393043
673	0.3423567384
674	0.3422815678
675	0.3422024031
676	0.3421391212
677	0.3420658541
678	0.34201599
679	0.3419577008
680	0.3419213168
681	0.3418744483
682	0.3418073596
683	0.3417118127
684	0.3416350507
685	0.3415749517
686	0.341486769
687	0.3413396106
688	0.3412286489
689	0.3410202058
690	0.3409680638
691	0.3408794754
692	0.3408004667
693	0.34070311
694	0.3406712195
695	0.340607532
696	0.3405521135
697	0.3404902983
698	0.3404297
699	0.3403334042
700	0.3402373269
701	0.3401111377
702	0.3399944656
703	0.3399280634
704	0.3398806332
705	0.3397959142
706	0.3396835483
707	0.3396448553
708	0.3395833209
709	0.3395145783
710	0.3393906669
711	0.339283481
712	0.3391952983
713	0.3391414713
714	0.3390644596
715	0.3389487861
716	0.3388810733
717	0.3387949813
718	0.3387512956
719	0.3387013691
720	0.3386272906
721	0.3385525881
722	0.3384702406
723	0.3384199084
724	0.3383616192
725	0.3382388936
726	0.3381036864
727	0.3379769042
728	0.3378447862
729	0.3376183383
730	0.3375518112
731	0.3375158329
732	0.337493054
733	0.3374613818
734	0.3372768098
735	0.3372363381
736	0.3372003598
737	0.3371238787
738	0.3370732344
739	0.3370152261
740	0.3369315368
741	0.3368253805
742	0.3367114233
743	0.3366468309
744	0.3365698192
745	0.336512903
746	0.3363892101
747	0.3362449849
748	0.3361979291
749	0.3361201998
750	0.3359570337
751	0.335833216
752	0.3357805123
753	0.335674949
754	0.3356143507
755	0.3355150281
756	0.3353774494
757	0.3353215941
758	0.3352262345
759	0.3351972771
760	0.3350834447
761	0.3350271837
762	0.3349586908
763	0.3348547501
764	0.3347989884
765	0.334764071
766	0.3346912719
767	0.33455672
768	0.3345098203
769	0.3343491818
770	0.3342580347
771	0.3341888553
772	0.3341117812
773	0.3340077156
774	0.3339665575
775	0.333907925
776	0.3337975875
777	0.3337261925
778	0.3336836302
779	0.3336342966
780	0.3335805008
781	0.3335345372
782	0.333466169
783	0.3334255726
784	0.3333840711
785	0.3333333021
786	0.3332779773
787	0.3331569367
788	0.333099178
789	0.3330654776
790	0.3330124619
791	0.3329568563
792	0.3328570344
793	0.332796561
794	0.3326636004
795	0.3325873065
796	0.3325156619
797	0.3324242964
798	0.3323276574
799	0.3322472446
800	0.3321684543
801	0.3321081992
802	0.3320210151
803	0.3319489961
804	0.3319138603
805	0.3318277683
806	0.3316947141
807	0.331568088
808	0.3315409717
809	0.3315058983
810	0.3314632112
811	0.3313953735
812	0.3312599167
813	0.3312105518
814	0.3311679583
815	0.3311183438
816	0.3310504125
817	0.3309830118
818	0.3308594124
819	0.3307809654
820	0.3307298532
821	0.3306490346
822	0.3305867825
823	0.3305250921
824	0.3304197159
825	0.3303777465
826	0.3303138717
827	0.3302273116
828	0.3301465555
829	0.3301203753
830	0.330030726
831	0.3299621395
832	0.3299092798
833	0.3298624737
834	0.3298133273
835	0.3297457705
836	0.3296319068
837	0.3294903652
838	0.3294600348
839	0.3293918851
840	0.3292149581
841	0.3291387265
842	0.3290879575
843	0.3289939085
844	0.3289282863
845	0.3288777045
846	0.3288272163
847	0.3287621247
848	0.3287219338
849	0.328617213
850	0.328546879
851	0.3285011962
852	0.3284690248
853	0.3284170701
854	0.3283557229
855	0.3282411727
856	0.328216896
857	0.3281435352
858	0.3280464594
859	0.32798065
860	0.3279619275
861	0.3278710925
862	0.3278087156
863	0.3277458706
864	0.327715509
865	0.3275847952
866	0.3275007314
867	0.3273973211
868	0.327265952
869	0.3271633842
870	0.3270773858
871	0.3270395353
872	0.3269726338
873	0.326903548
874	0.3268472246
875	0.3267791686
876	0.3266963842
877	0.3265710062
878	0.326413925
879	0.3263677741
880	0.3263137287
881	0.3261991474
882	0.3261559297
883	0.3260968916
884	0.3260340778
885	0.3259516367
886	0.3258798673
887	0.3258272573
888	0.32579908
889	0.3257586083
890	0.3256962626
891	0.3256356643
892	0.3255539408
893	0.3254242879
894	0.3253955178
895	0.3253243725
896	0.3252919827
897	0.3251954061
898	0.3251328732
899	0.3250725557
900	0.3250184166
901	0.324951796
902	0.3248867667
903	0.3248075708
904	0.3247215411
905	0.3245817157
906	0.3245632429
907	0.3244543407
908	0.3244197042
909	0.32437839
910	0.3243378247
911	0.3242499229
912	0.3241595871
913	0.3240783317
914	0.3239823168
915	0.323954826
916	0.323889235
917	0.3237943435
918	0.3237737176
919	0.3237041325
920	0.3235987876
921	0.3235535417
922	0.3235075469
923	0.3234561538
924	0.3234163998
925	0.3233874112
926	0.3232975435
927	0.3232372573
928	0.3231820885
929	0.3231360937
930	0.3230594253
931	0.3229791684
932	0.322906619
933	0.3228517622
934	0.3228101048
935	0.3227766228
936	0.3227295047
937	0.3226871295
938	0.3226618855
939	0.3225745453
940	0.3225221536
941	0.3224783743
942	0.322362576
943	0.32229452
944	0.3222597898
945	0.3222132646
946	0.3221468623
947	0.32209497
948	0.3220190505
949	0.3219900307
950	0.3219528354
951	0.3217413343
952	0.3216349908
953	0.3216146769
954	0.3214511676
955	0.3213168965
956	0.3212320215
957	0.3211817829
958	0.3211107
959	0.3210514123
960	0.3210148412
961	0.3209758985
962	0.3208851258
963	0.3208237474
964	0.3207066386
965	0.3206378336
966	0.3205587001
967	0.3205199758
968	0.3204861194
969	0.3204272998
970	0.3203935058
971	0.3203402716
972	0.320242166
973	0.3201532656
974	0.3199804263
975	0.3198659698
976	0.319828837
977	0.3197414032
978	0.319700089
979	0.3196389914
980	0.3195905627
981	0.3195305885
982	0.3194646855
983	0.3193613376
984	0.3193374977
985	0.3192577401
986	0.319201448
987	0.3191352329
988	0.3190589702
989	0.319021931
990	0.3189834564
991	0.3189382729
992	0.3188562686
993	0.3187939228
994	0.3187277078
995	0.3186945379
996	0.3186654245
997	0.318610755
998	0.3185719995
999	0.3185282202
9167401
92
